Image name,Risk of macular edema
IMAGE_01771.jpg,1
IMAGE_00161.jpg,1
IMAGE_00437.jpg,1
IMAGE_01889.jpg,0
IMAGE_02022.jpg,0
IMAGE_01643.jpg,0
IMAGE_00351.jpg,0
IMAGE_01023.png,1
IMAGE_00363.jpg,1
IMAGE_01409.png,0
IMAGE_00491.jpg,1
IMAGE_00097.jpg,0
IMAGE_01369.png,0
IMAGE_02158.jpg,0
IMAGE_00876.png,0
IMAGE_01893.jpg,0
IMAGE_00559.png,0
IMAGE_01747.jpg,0
IMAGE_00860.png,0
IMAGE_01043.png,0
IMAGE_00640.png,0
IMAGE_01844.jpg,0
IMAGE_01581.jpg,0
IMAGE_01830.jpg,0
IMAGE_01619.jpg,0
IMAGE_00495.jpg,1
IMAGE_00868.png,0
IMAGE_02080.jpg,0
IMAGE_01815.jpg,0
IMAGE_01923.jpg,0
IMAGE_01989.jpg,0
IMAGE_00896.png,0
IMAGE_01181.png,0
IMAGE_00592.png,1
IMAGE_00368.jpg,0
IMAGE_01652.jpg,0
IMAGE_00399.jpg,0
IMAGE_01708.jpg,0
IMAGE_01820.jpg,0
IMAGE_00959.png,1
IMAGE_01420.png,0
IMAGE_01359.png,0
IMAGE_00680.png,0
IMAGE_01719.jpg,0
IMAGE_01188.png,1
IMAGE_00627.png,0
IMAGE_01638.jpg,0
IMAGE_00729.png,0
IMAGE_00982.png,1
IMAGE_01279.png,0
IMAGE_01670.jpg,0
IMAGE_00058.jpg,0
IMAGE_01867.jpg,0
IMAGE_00417.jpg,0
IMAGE_01797.jpg,0
IMAGE_01725.jpg,0
IMAGE_01589.jpg,0
IMAGE_00831.png,0
IMAGE_00259.jpg,0
IMAGE_01433.png,0
IMAGE_00324.jpg,0
IMAGE_01024.png,1
IMAGE_02229.jpg,0
IMAGE_00038.jpg,0
IMAGE_00090.jpg,1
IMAGE_00141.jpg,1
IMAGE_02035.jpg,0
IMAGE_01097.png,0
IMAGE_01148.png,0
IMAGE_00706.png,0
IMAGE_02131.jpg,0
IMAGE_01819.jpg,0
IMAGE_01376.png,0
IMAGE_00428.jpg,1
IMAGE_00790.png,0
IMAGE_01808.jpg,0
IMAGE_01108.png,0
IMAGE_01320.png,0
IMAGE_02143.jpg,0
IMAGE_02165.jpg,0
IMAGE_00931.png,0
IMAGE_01049.png,0
IMAGE_00388.jpg,0
IMAGE_00521.png,0
IMAGE_00691.png,0
IMAGE_00945.png,0
IMAGE_01859.jpg,0
IMAGE_01448.png,0
IMAGE_00229.jpg,1
IMAGE_01654.jpg,0
IMAGE_01067.png,0
IMAGE_02197.jpg,0
IMAGE_02104.jpg,0
IMAGE_00108.jpg,1
IMAGE_00527.png,1
IMAGE_01802.jpg,0
IMAGE_00323.jpg,0
IMAGE_00808.png,0
IMAGE_00638.png,0
IMAGE_01331.png,0
IMAGE_00998.png,0
IMAGE_00140.jpg,0
IMAGE_01090.png,0
IMAGE_01069.png,0
IMAGE_00004.jpg,0
IMAGE_00208.jpg,1
IMAGE_00862.png,0
IMAGE_01194.png,0
IMAGE_00489.jpg,1
IMAGE_00434.jpg,0
IMAGE_01030.png,0
IMAGE_01969.jpg,0
IMAGE_00969.png,0
IMAGE_01236.png,0
IMAGE_01558.png,0
IMAGE_00776.png,0
IMAGE_01001.png,0
IMAGE_01133.png,0
IMAGE_01508.png,0
IMAGE_00874.png,0
IMAGE_01259.png,0
IMAGE_00073.jpg,0
IMAGE_00585.png,0
IMAGE_01921.jpg,0
IMAGE_02214.jpg,0
IMAGE_00002.jpg,1
IMAGE_01034.png,0
IMAGE_01225.png,0
IMAGE_00498.jpg,1
IMAGE_02078.jpg,0
IMAGE_02138.jpg,0
IMAGE_02224.jpg,0
IMAGE_00606.png,0
IMAGE_01144.png,0
IMAGE_01593.jpg,0
IMAGE_00833.png,1
IMAGE_01548.png,0
IMAGE_01469.png,0
IMAGE_01510.png,1
IMAGE_01818.jpg,0
IMAGE_00773.png,0
IMAGE_01883.jpg,0
IMAGE_01102.png,0
IMAGE_01561.png,0
IMAGE_00908.png,0
IMAGE_00851.png,0
IMAGE_00315.jpg,0
IMAGE_00613.png,0
IMAGE_01899.jpg,0
IMAGE_01272.png,0
IMAGE_01040.png,0
IMAGE_01625.jpg,0
IMAGE_00676.png,0
IMAGE_01266.png,0
IMAGE_01245.png,0
IMAGE_01391.png,1
IMAGE_00300.jpg,0
IMAGE_01675.jpg,0
IMAGE_01731.jpg,0
IMAGE_01931.jpg,0
IMAGE_01563.png,0
IMAGE_01453.png,0
IMAGE_00197.jpg,1
IMAGE_01472.png,0
IMAGE_00496.jpg,0
IMAGE_01027.png,0
IMAGE_02042.jpg,0
IMAGE_02122.jpg,0
IMAGE_01529.png,0
IMAGE_00051.jpg,1
IMAGE_01492.png,0
IMAGE_00166.jpg,1
IMAGE_00848.png,0
IMAGE_01554.png,0
IMAGE_00954.png,0
IMAGE_00113.jpg,1
IMAGE_01213.png,0
IMAGE_02181.jpg,0
IMAGE_00374.jpg,1
IMAGE_00886.png,0
IMAGE_00409.jpg,1
IMAGE_00793.png,0
IMAGE_01530.png,0
IMAGE_01217.png,1
IMAGE_01351.png,0
IMAGE_00231.jpg,1
IMAGE_00863.png,0
IMAGE_00591.png,0
IMAGE_00297.jpg,0
IMAGE_02025.jpg,0
IMAGE_01513.png,0
IMAGE_00078.jpg,1
IMAGE_02199.jpg,0
IMAGE_01218.png,0
IMAGE_01569.jpg,0
IMAGE_00914.png,0
IMAGE_00697.png,0
IMAGE_01354.png,0
IMAGE_00460.jpg,1
IMAGE_01908.jpg,0
IMAGE_01622.jpg,0
IMAGE_00183.jpg,1
IMAGE_01664.jpg,0
IMAGE_01232.png,0
IMAGE_01363.png,1
IMAGE_00927.png,0
IMAGE_01026.png,1
IMAGE_00001.jpg,0
IMAGE_02169.jpg,0
IMAGE_00605.png,0
IMAGE_00787.png,0
IMAGE_01390.png,0
IMAGE_00653.png,0
IMAGE_01550.png,1
IMAGE_00422.jpg,1
IMAGE_01860.jpg,0
IMAGE_00503.jpg,0
IMAGE_00011.jpg,1
IMAGE_01476.png,0
IMAGE_00784.png,0
IMAGE_01228.png,0
IMAGE_01009.png,0
IMAGE_00798.png,0
IMAGE_02190.jpg,0
IMAGE_01254.png,0
IMAGE_01827.jpg,0
IMAGE_00418.jpg,0
IMAGE_01406.png,0
IMAGE_01307.png,0
IMAGE_01303.png,0
IMAGE_00730.png,0
IMAGE_00468.jpg,1
IMAGE_01316.png,0
IMAGE_00846.png,0
IMAGE_01273.png,0
IMAGE_00949.png,0
IMAGE_02108.jpg,0
IMAGE_00875.png,0
IMAGE_01408.png,0
IMAGE_02008.jpg,0
IMAGE_02027.jpg,0
IMAGE_01543.png,0
IMAGE_00415.jpg,1
IMAGE_00213.jpg,1
IMAGE_00840.png,0
IMAGE_00761.png,0
IMAGE_00816.png,0
IMAGE_00293.jpg,0
IMAGE_00924.png,0
IMAGE_00985.png,1
IMAGE_00899.png,0
IMAGE_02195.jpg,1
IMAGE_00512.png,0
IMAGE_00114.jpg,1
IMAGE_01488.png,1
IMAGE_00384.jpg,1
IMAGE_01967.jpg,0
IMAGE_00430.jpg,1
IMAGE_00778.png,0
IMAGE_00690.png,0
IMAGE_02034.jpg,0
IMAGE_02007.jpg,0
IMAGE_02102.jpg,0
IMAGE_00923.png,0
IMAGE_01946.jpg,0
IMAGE_01434.png,1
IMAGE_00561.png,0
IMAGE_00082.jpg,1
IMAGE_01980.jpg,0
IMAGE_00264.jpg,0
IMAGE_00774.png,0
IMAGE_00467.jpg,1
IMAGE_00327.jpg,0
IMAGE_01356.png,1
IMAGE_01280.png,0
IMAGE_00094.jpg,0
IMAGE_01333.png,0
IMAGE_00528.png,0
IMAGE_01088.png,0
IMAGE_01786.jpg,0
IMAGE_01918.jpg,0
IMAGE_01028.png,0
IMAGE_02105.jpg,0
IMAGE_01824.jpg,0
IMAGE_00727.png,0
IMAGE_01609.jpg,0
IMAGE_00091.jpg,0
IMAGE_00632.png,0
IMAGE_01792.jpg,0
IMAGE_01520.png,1
IMAGE_00299.jpg,0
IMAGE_00921.png,1
IMAGE_01416.png,0
IMAGE_00771.png,0
IMAGE_00349.jpg,1
IMAGE_02141.jpg,0
IMAGE_01467.png,0
IMAGE_01449.png,0
IMAGE_01556.png,0
IMAGE_02044.jpg,0
IMAGE_01184.png,0
IMAGE_01065.png,0
IMAGE_02230.jpg,0
IMAGE_00291.jpg,1
IMAGE_00869.png,0
IMAGE_01966.jpg,0
IMAGE_01163.png,0
IMAGE_01323.png,0
IMAGE_00803.png,0
IMAGE_00261.jpg,0
IMAGE_01215.png,0
IMAGE_01021.png,0
IMAGE_01360.png,0
IMAGE_01650.jpg,0
IMAGE_02156.jpg,0
IMAGE_00829.png,0
IMAGE_00835.png,0
IMAGE_00464.jpg,0
IMAGE_00531.png,1
IMAGE_00206.jpg,1
IMAGE_02093.jpg,0
IMAGE_00202.jpg,1
IMAGE_00780.png,0
IMAGE_00283.jpg,0
IMAGE_01732.jpg,0
IMAGE_01364.png,0
IMAGE_00543.png,1
IMAGE_02049.jpg,0
IMAGE_00436.jpg,1
IMAGE_02056.jpg,0
IMAGE_00689.png,0
IMAGE_00809.png,0
IMAGE_00035.jpg,1
IMAGE_00120.jpg,1
IMAGE_00279.jpg,0
IMAGE_01954.jpg,0
IMAGE_00683.png,0
IMAGE_01426.png,0
IMAGE_01187.png,1
IMAGE_00900.png,0
IMAGE_01286.png,0
IMAGE_02091.jpg,0
IMAGE_00018.jpg,1
IMAGE_01758.jpg,0
IMAGE_02087.jpg,0
IMAGE_00669.png,0
IMAGE_00087.jpg,1
IMAGE_01146.png,0
IMAGE_00842.png,0
IMAGE_01062.png,0
IMAGE_01459.png,0
IMAGE_00398.jpg,0
IMAGE_01289.png,0
IMAGE_02203.jpg,0
IMAGE_00487.jpg,1
IMAGE_00356.jpg,1
IMAGE_01494.png,1
IMAGE_00675.png,0
IMAGE_00742.png,0
IMAGE_01038.png,0
IMAGE_01345.png,0
IMAGE_01456.png,0
IMAGE_01506.png,1
IMAGE_00735.png,0
IMAGE_02153.jpg,0
IMAGE_01036.png,0
IMAGE_02237.jpg,0
IMAGE_01865.jpg,0
IMAGE_00012.jpg,1
IMAGE_02121.jpg,0
IMAGE_02130.jpg,0
IMAGE_01894.jpg,0
IMAGE_01961.jpg,0
IMAGE_01955.jpg,0
IMAGE_01842.jpg,0
IMAGE_01582.jpg,0
IMAGE_02191.jpg,0
IMAGE_01767.jpg,0
IMAGE_01752.jpg,0
IMAGE_00839.png,0
IMAGE_01329.png,0
IMAGE_01667.jpg,0
IMAGE_00226.jpg,1
IMAGE_00347.jpg,1
IMAGE_02217.jpg,0
IMAGE_01350.png,1
IMAGE_00125.jpg,1
IMAGE_01774.jpg,0
IMAGE_00673.png,0
IMAGE_00505.jpg,0
IMAGE_02126.jpg,0
IMAGE_01051.png,0
IMAGE_01016.png,0
IMAGE_01521.png,0
IMAGE_01471.png,1
IMAGE_00007.jpg,0
IMAGE_01580.jpg,0
IMAGE_01729.jpg,0
IMAGE_01718.jpg,0
IMAGE_01763.jpg,0
IMAGE_01535.png,1
IMAGE_00779.png,0
IMAGE_00962.png,0
IMAGE_01949.jpg,0
IMAGE_01607.jpg,0
IMAGE_00391.jpg,0
IMAGE_01335.png,0
IMAGE_01291.png,0
IMAGE_00408.jpg,0
IMAGE_00046.jpg,1
IMAGE_00014.jpg,1
IMAGE_01972.jpg,0
IMAGE_00077.jpg,0
IMAGE_02009.jpg,0
IMAGE_00922.png,1
IMAGE_00529.png,0
IMAGE_00636.png,0
IMAGE_00201.jpg,1
IMAGE_01048.png,0
IMAGE_01089.png,0
IMAGE_01778.jpg,0
IMAGE_01326.png,0
IMAGE_01068.png,0
IMAGE_01443.png,0
IMAGE_01283.png,0
IMAGE_01959.jpg,0
IMAGE_00237.jpg,1
IMAGE_00052.jpg,0
IMAGE_00999.png,0
IMAGE_00095.jpg,0
IMAGE_00215.jpg,1
IMAGE_01353.png,0
IMAGE_01431.png,0
IMAGE_02218.jpg,0
IMAGE_00510.jpg,0
IMAGE_00764.png,0
IMAGE_00660.png,0
IMAGE_01695.jpg,0
IMAGE_00589.png,0
IMAGE_01602.jpg,0
IMAGE_01500.png,0
IMAGE_01534.png,0
IMAGE_02081.jpg,0
IMAGE_01964.jpg,0
IMAGE_01765.jpg,0
IMAGE_00184.jpg,1
IMAGE_02092.jpg,0
IMAGE_01224.png,1
IMAGE_00939.png,0
IMAGE_01706.jpg,0
IMAGE_01618.jpg,0
IMAGE_00555.png,1
IMAGE_01588.jpg,0
IMAGE_02023.jpg,0
IMAGE_00284.jpg,0
IMAGE_01637.jpg,0
IMAGE_01834.jpg,0
IMAGE_00904.png,0
IMAGE_00720.png,0
IMAGE_00060.jpg,0
IMAGE_01813.jpg,0
IMAGE_00104.jpg,1
IMAGE_00964.png,1
IMAGE_00126.jpg,1
IMAGE_00766.png,0
IMAGE_00190.jpg,1
IMAGE_01504.png,0
IMAGE_01753.jpg,0
IMAGE_00877.png,0
IMAGE_00849.png,0
IMAGE_01263.png,0
IMAGE_01891.jpg,0
IMAGE_01463.png,0
IMAGE_01583.jpg,0
IMAGE_01485.png,0
IMAGE_01555.png,0
IMAGE_00695.png,0
IMAGE_00172.jpg,0
IMAGE_02209.jpg,0
IMAGE_01932.jpg,0
IMAGE_00029.jpg,0
IMAGE_01636.jpg,0
IMAGE_00516.png,0
IMAGE_01106.png,0
IMAGE_02076.jpg,0
IMAGE_00956.png,0
IMAGE_00713.png,0
IMAGE_00039.jpg,0
IMAGE_01571.jpg,0
IMAGE_00401.jpg,1
IMAGE_02248.jpg,0
IMAGE_00400.jpg,1
IMAGE_00686.png,0
IMAGE_01158.png,0
IMAGE_01906.jpg,0
IMAGE_00287.jpg,1
IMAGE_01412.png,0
IMAGE_01847.jpg,0
IMAGE_01050.png,0
IMAGE_01035.png,0
IMAGE_02159.jpg,0
IMAGE_00246.jpg,0
IMAGE_00309.jpg,1
IMAGE_01541.png,0
IMAGE_01238.png,0
IMAGE_01482.png,0
IMAGE_02045.jpg,0
IMAGE_02250.jpg,0
IMAGE_00289.jpg,1
IMAGE_01311.png,0
IMAGE_02150.jpg,0
IMAGE_01070.png,0
IMAGE_01393.png,1
IMAGE_00063.jpg,0
IMAGE_02166.jpg,0
IMAGE_01900.jpg,0
IMAGE_00214.jpg,1
IMAGE_00633.png,0
IMAGE_01782.jpg,0
IMAGE_00995.png,0
IMAGE_00472.jpg,0
IMAGE_02031.jpg,0
IMAGE_01677.jpg,0
IMAGE_00354.jpg,1
IMAGE_00872.png,0
IMAGE_01478.png,0
IMAGE_00267.jpg,0
IMAGE_01321.png,0
IMAGE_01965.jpg,0
IMAGE_00312.jpg,0
IMAGE_00096.jpg,0
IMAGE_01925.jpg,0
IMAGE_00880.png,0
IMAGE_01700.jpg,0
IMAGE_02228.jpg,0
IMAGE_00670.png,0
IMAGE_01841.jpg,0
IMAGE_01856.jpg,0
IMAGE_01825.jpg,0
IMAGE_01153.png,0
IMAGE_00719.png,0
IMAGE_01689.jpg,0
IMAGE_00540.png,0
IMAGE_01597.jpg,0
IMAGE_01357.png,0
IMAGE_00411.jpg,1
IMAGE_01728.jpg,0
IMAGE_02177.jpg,0
IMAGE_00478.jpg,1
IMAGE_01058.png,0
IMAGE_01713.jpg,0
IMAGE_00334.jpg,1
IMAGE_00968.png,1
IMAGE_00966.png,0
IMAGE_00657.png,0
IMAGE_00755.png,0
IMAGE_01890.jpg,0
IMAGE_00116.jpg,1
IMAGE_02063.jpg,0
IMAGE_01532.png,1
IMAGE_02016.jpg,0
IMAGE_00251.jpg,0
IMAGE_00493.jpg,0
IMAGE_01816.jpg,0
IMAGE_00049.jpg,1
IMAGE_01428.png,1
IMAGE_00171.jpg,1
IMAGE_01222.png,1
IMAGE_00265.jpg,0
IMAGE_01457.png,0
IMAGE_01398.png,0
IMAGE_01572.jpg,0
IMAGE_02168.jpg,0
IMAGE_02039.jpg,0
IMAGE_00737.png,0
IMAGE_02070.jpg,0
IMAGE_00541.png,0
IMAGE_00225.jpg,1
IMAGE_01540.png,0
IMAGE_00263.jpg,0
IMAGE_00666.png,0
IMAGE_00474.jpg,1
IMAGE_00903.png,0
IMAGE_01464.png,0
IMAGE_01473.png,0
IMAGE_00520.png,0
IMAGE_00162.jpg,1
IMAGE_01169.png,0
IMAGE_00554.png,1
IMAGE_01801.jpg,0
IMAGE_00823.png,1
IMAGE_00843.png,0
IMAGE_00551.png,0
IMAGE_01914.jpg,0
IMAGE_01165.png,0
IMAGE_01608.jpg,0
IMAGE_00270.jpg,0
IMAGE_01707.jpg,0
IMAGE_00492.jpg,0
IMAGE_02030.jpg,0
IMAGE_00625.png,0
IMAGE_02216.jpg,0
